Index,Query,LLM Output,call_order,raw_args
7PUAPW,지금 에이아이 모드 전부 중지시켜줄래 또 내일은 친구들이랑 만날 예정이라 기대 돼,"<function_BP>(enable=1, type=2);<function_MR>()<end>",0,"enable=1, type=2"
8CWKDQ,실외 대기질 정보 연동 옵션을 활성화해주실래요 그 후에 오늘은 하루가 정말 빨리 지나갔어 뭘 했는지 모르겠어,"<function_BP>(enable=0, type=0);<function_MR>()<end>",0,"enable=0, type=0"
8ERKTN,커피 마실 때 보통 어떻게 마셔 그 다음에 에이아이 모드에서 공간별 누적 공기질 정보 연동 켜주세요,"<function_MR>();<function_BP>(enable=0, type=1)<end>",1,"enable=0, type=1"
8GLQYU,공간별 누적 공기질 정보 연동 기능을 종료해 주시겠어요 에이아이 모드에서 꺼주세요,"<function_BP>(enable=1, type=1)<end>",0,"enable=1, type=1"
8JDYKP,지금 에이아이 모드 전부 작동시켜줄래 다음으로 이번 주말에는 뭘 할지 아직 못 정했는데 그냥 영화나 볼까 생각 중이야,"<function_BP>(enable=0, type=2);<function_MR>()<end>",0,"enable=0, type=2"
8QQWPT,지금 실외 대기질 정보 연동 활성화 상태인가요,<function_BP>(get=True)<end>,0,get=True
8VYPSB,내일은 좀 더 부지런히 일해야겠어 할 일이 많거든 그리고 에이아이 모드의 공간별 공기질 데이터 연동 종료해줘,"<function_MR>();<function_BP>(enable=1, type=1)<end>",1,"enable=1, type=1"
8WSHHB,이번 주에는 조금 더 운동을 열심히 해야겠어 또 에이아이 모드 한번에 다 꺼줘,"<function_MR>();<function_BP>(enable=1, type=2)<end>",1,"enable=1, type=2"
9ACVCO,바로 에이아이 모드 시작,"<function_BP>(enable=0, type=-1)<end>",0,"enable=0, type=-1"
9CLHOX,실외 대기질 정보 연동 설정을 좀 켜 주실 수 있을까요 에이아이 모드 들어가고 나서,"<function_BP>(enable=0, type=0)<end>",0,"enable=0, type=0"
9DZQAC,고정 청정 온 다음으로 혹시 에이아이 모드 동시에 켜주실 수 있나요,"<function_PG>();<function_BP>(enable=0, type=2)<end>",1,"enable=0, type=2"
9ESBDP,에이아이 모드에서 공간별 누적 공기질 정보 연동 상태로 변경해 주세요,"<function_BP>(enable=0, type=1)<end>",0,"enable=0, type=1"
9KAAVD,다음 주에는 더 열심히 일을 해야겠어 할 일이 많아 이어서 에이아이 모드 켜져 있나요,<function_MR>();<function_BP>(get=True)<end>,1,get=True
9NJFCI,에이아이 기능 끄고 제발,"<function_BP>(enable=1, type=-1)<end>",0,"enable=1, type=-1"
9TYZIC,에이아이 모드에서 공간별 누적 공기질 정보 연동 상태를 꺼 주세요,"<function_BP>(enable=1, type=1)<end>",0,"enable=1, type=1"
9WSHVN,바로 에이아이 모드 종료,"<function_BP>(enable=1, type=-1)<end>",0,"enable=1, type=-1"
9ZTVHM,에이아이 모드 모두 꺼주시기 바랍니다,"<function_BP>(enable=1, type=2)<end>",0,"enable=1, type=2"
