Index,Query,LLM Output,call_order,raw_args
0VZUXX,공간별 실내 공기질 상태 보여줘라,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
0XRLFH,주말 미세먼지 농도 어때,"<function_IO>(timeframe=2, location=""0"")<end>",0,"timeframe=2, location=""0"""
0YNUOZ,오늘 공기 모니터링,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
0ZGDMO,일요일 여기에 공기가 나쁠까 또 오늘 하루 종일 바빴는데도 아직 해야 할 일이 많아,"<function_IO>(timeframe=9, location=""0"");<function_MR>()<end>",0,"timeframe=9, location=""0"""
1AHNGR,이제 그만 복귀해 다음으로 화요일 미세먼지 농도 어때,"<function_KI>();<function_IO>(timeframe=4, location=""0"")<end>",1,"timeframe=4, location=""0"""
1AJLCA,오늘 여기에 공기가 나쁠까,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
1CBATM,이 동네의 내일 공기질 예보를 보여줘,"<function_IO>(timeframe=1, location=""0"")<end>",0,"timeframe=1, location=""0"""
1DCDRH,배가 고파서 뭐라도 먹어야겠어 그 다음에 금요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=7, location=""0"")<end>",1,"timeframe=7, location=""0"""
1DOVEV,내일 부산 초미세먼지 상태 알려줘,"<function_IO>(timeframe=1, location=""부산"")<end>",0,"timeframe=1, location=""부산"""
1EIRXX,몬테비데오 포름알데히드 수준이 어떤지 알려줘,"<function_IO>(timeframe=0, location=""몬테비데오"")<end>",0,"timeframe=0, location=""몬테비데오"""
1EPTGV,내일 제주시 이산화탄소 상태 알려줘,"<function_IO>(timeframe=1, location=""제주시"")<end>",0,"timeframe=1, location=""제주시"""
1FZCJD,내일 치앙마이 초미세먼지 상황 어때,"<function_IO>(timeframe=1, location=""치앙마이"")<end>",0,"timeframe=1, location=""치앙마이"""
1GJSVV,실시간 공기질 모니터링 띄워줄래,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
1GPSJR,충전 위치로 되돌아가 그 다음에 주말 미세먼지 농도 어때,"<function_KI>();<function_IO>(timeframe=2, location=""0"")<end>",1,"timeframe=2, location=""0"""
1HCZFC,각 방마다 공기 상태가 어떤지 나한테 보여줄 수 있어,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
1IZMPN,지금 노원구 공기질 좀 알려줄래,"<function_IO>(timeframe=0, location=""노원구"")<end>",0,"timeframe=0, location=""노원구"""
1JDDTJ,청정 켜봐 이어서 실시간 공기질 모니터링 보여주세요,"<function_PG>();<function_IO>(timeframe=0, location=""0"")<end>",1,"timeframe=0, location=""0"""
1JIBAY,타슈켄트 공기질 상태 어때요,"<function_IO>(timeframe=0, location=""타슈켄트"")<end>",0,"timeframe=0, location=""타슈켄트"""
1JWCUR,테니스 치러 가볼까 이어서 내일 서울 초미세먼지 알려줘,"<function_MR>();<function_IO>(timeframe=1, location=서울)<end>",1,"timeframe=1, location=서울"
1QKPMO,공간마다 공기 모니터링 확인이 필요해,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
1QSTCP,방별 공기 모니터링 확인 화면으로 바꿔주세요,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
1QYEZU,처음 위치로 돌아가주면 좋겠어 그러고 나서 현재 하노이 공기질 알려주세요,"<function_KI>();<function_IO>(timeframe=0, location=하노이)<end>",1,"timeframe=0, location=하노이"
1RIOFV,주말 공기 좀 알려줘요,"<function_IO>(timeframe=2, location=""0"")<end>",0,"timeframe=2, location=""0"""
1RPZKM,실시간 공기질 모니터링 화면 보여줘,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
1RYDEF,내일 용산구 공기질 상태 확인했어,"<function_IO>(timeframe=1, location=""용산구"")<end>",0,"timeframe=1, location=""용산구"""
1SNMZM,새 가방이 필요해 그 다음에 월요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=3, location=""0"")<end>",1,"timeframe=3, location=""0"""
1TSBLQ,고정 청정 온 또 샌프란시스코 대기질 지수가 몇인지 알려줘,"<function_PG>();<function_IO>(timeframe=0, location=샌프란시스코)<end>",1,"timeframe=0, location=샌프란시스코"
1TVOCR,공기질 모니터링 어때,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
1UEOYY,현재 방콕 공기질 알려주세요,"<function_IO>(timeframe=0, location=""방콕"")<end>",0,"timeframe=0, location=""방콕"""
1VOPRN,스테이션 위치로 복귀하세요 오늘 부산 공기 어때,"<function_KI>();<function_IO>(timeframe=0, location=부산)<end>",1,"timeframe=0, location=부산"
1WAVVT,오늘은 일찍 자야지 내일 할 일이 많거든 또 일요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=9, location=""0"")<end>",1,"timeframe=9, location=""0"""
1YOSWB,고정 공청 기능 켜줘 또 토요일 광진구 대기질을 화면에 보여줘,"<function_PG>();<function_IO>(timeframe=8, location=광진구)<end>",1,"timeframe=8, location=광진구"
2ACQAB,일요일 미세먼지 정보 보여줘 또 아침에 먹은 커피가 너무 진해서 잠이 확 깨더라,"<function_IO>(timeframe=9, location=""0"");<function_MR>()<end>",0,"timeframe=9, location=""0"""
2ADZZQ,내일 아부다비 포름알데히드 농도 높아,"<function_IO>(timeframe=1, location=""아부다비"")<end>",0,"timeframe=1, location=""아부다비"""
2BPGCT,청정 켜봐 다음으로 월요일 공기질 예보를 화면에 보여줘,"<function_PG>();<function_IO>(timeframe=3, location=""0"")<end>",1,"timeframe=3, location=""0"""
2DDRCE,내일 빈 초미세먼지 농도 어때,"<function_IO>(timeframe=1, location=""빈"")<end>",0,"timeframe=1, location=""빈"""
2ENQUZ,주말 공기질 상태 알려죠,"<function_IO>(timeframe=2, location=""0"")<end>",0,"timeframe=2, location=""0"""
2GNVII,스테이션 위치로 복귀하세요 그 후에 일요일 군산 대기질을 화면에 보여줘,"<function_KI>();<function_IO>(timeframe=9, location=군산)<end>",1,"timeframe=9, location=군산"
2GOJKA,현재 맨해튼 미세먼지 수치를 화면에 보여줘,"<function_IO>(timeframe=0, location=""맨해튼"")<end>",0,"timeframe=0, location=""맨해튼"""
2IPPPK,이번에 무슨 브랜드를 살까 고민 중이야 그리고 주말 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=2, location=""0"")<end>",1,"timeframe=2, location=""0"""
2JEDCG,현 시점 광진구 대기 상태 알려줘,"<function_IO>(timeframe=0, location=""광진구"")<end>",0,"timeframe=0, location=""광진구"""
2JMNFX,공기 모니터링 화면 보여줄래,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
2NJOYX,고정 공청 기능 켜줘 다음으로 주말 파리의 공기질 예보를 보여줘,"<function_PG>();<function_IO>(timeframe=2, location=파리)<end>",1,"timeframe=2, location=파리"
2NSRPE,고정 청정 온 목요일 여기에 공기가 나쁠까,"<function_PG>();<function_IO>(timeframe=6, location=""0"")<end>",1,"timeframe=6, location=""0"""
2OPYEW,고정 청정 온 그리고 금요일 공기질 상태 알려줘,"<function_PG>();<function_IO>(timeframe=7, location=""0"")<end>",1,"timeframe=7, location=""0"""
2PAJYU,내일 은평구의 공기질 예보를 보여줘,"<function_IO>(timeframe=1, location=""은평구"")<end>",0,"timeframe=1, location=""은평구"""
2PDTLB,고정 공청 기능 켜줘 그리고 월요일 나이로비 대기질을 화면에 보여줘,"<function_PG>();<function_IO>(timeframe=3, location=나이로비)<end>",1,"timeframe=3, location=나이로비"
2QKZIS,내일 송도 공기질 상태 괜찮아,"<function_IO>(timeframe=1, location=""송도"")<end>",0,"timeframe=1, location=""송도"""
2RKICC,내일 베이징의 공기질 예보를 보여줘 이어서 수영하러 가는 거 어때,"<function_IO>(timeframe=1, location=베이징);<function_MR>()<end>",0,"timeframe=1, location=베이징"
2TGJSX,내일 인천 공기질 안 좋아,"<function_IO>(timeframe=1, location=""인천"")<end>",0,"timeframe=1, location=""인천"""
2TUKWG,새로운 노트북을 살까 말까 고민 중이야 그 후에 목요일 노량진 공기질 때문에 마스크 써야 할까,"<function_MR>();<function_IO>(timeframe=6, location=노량진)<end>",1,"timeframe=6, location=노량진"
2UKFNB,저쪽 공기 상태는 어때,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
2UOMRN,강서구에 내일 극초미세먼지 많아,"<function_IO>(timeframe=1, location=""강서구"")<end>",0,"timeframe=1, location=""강서구"""
2UQCQE,주말 기기 주변 공기 상태는 어때,"<function_IO>(timeframe=2, location=""0"")<end>",0,"timeframe=2, location=""0"""
2UUVFW,지금 공기질 모니터링 상태 알려주실래요,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
2UZRGF,충전 위치로 되돌아가 다음으로 수요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=5, location=""0"")<end>",1,"timeframe=5, location=""0"""
2WCYCB,주말에는 주로 공부하니 또 수요일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=5, location=""0"")<end>",1,"timeframe=5, location=""0"""
2ZDMVI,스테이션 위치로 복귀하세요 그리고 화요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=4, location=""0"")<end>",1,"timeframe=4, location=""0"""
3ADBLB,주말에 가족들이랑 모임이 있는데 무슨 얘기를 할지 고민이야 이어서 일요일 프라하 공기질 때문에 마스크 써야 할까,"<function_MR>();<function_IO>(timeframe=9, location=프라하)<end>",1,"timeframe=9, location=프라하"
3BHXFY,충전하러 복귀 또 토요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=8, location=""0"")<end>",1,"timeframe=8, location=""0"""
3BSFSF,실시간 공기질 모니터링 상황을 보고 싶어,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
3DLRHK,고정 공기 청정 실행해줘 그 다음에 주말 베이징 미세먼지 어때,"<function_PG>();<function_IO>(timeframe=2, location=베이징)<end>",1,"timeframe=2, location=베이징"
3EWMQS,새로운 취미나 기술을 배우는 게 중요해 그러고 나서 화요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=4, location=""0"")<end>",1,"timeframe=4, location=""0"""
3HRAPF,충전하러 복귀 그 후에 오늘 공기 모니터링 화면 띄워줘,"<function_KI>();<function_IO>(timeframe=0, location=""0"")<end>",1,"timeframe=0, location=""0"""
3IWDBZ,고정 청정 온 그 다음에 판교 공기질 상태를 보여줘,"<function_PG>();<function_IO>(timeframe=0, location=판교)<end>",1,"timeframe=0, location=판교"
3IYQHS,청정 켜봐 그 후에 금요일 나폴리 공기질 걱정해야 할까,"<function_PG>();<function_IO>(timeframe=7, location=나폴리)<end>",1,"timeframe=7, location=나폴리"
3JBHPX,충전하러 복귀 다음으로 수요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=5, location=""0"")<end>",1,"timeframe=5, location=""0"""
3JEXVK,이제 그만 복귀해 그러고 나서 금요일 미세먼지 농도 어때,"<function_KI>();<function_IO>(timeframe=7, location=""0"")<end>",1,"timeframe=7, location=""0"""
3JIDMA,충전하러 복귀 그리고 월요일 케이프타운 미세먼지 어때,"<function_KI>();<function_IO>(timeframe=3, location=케이프타운)<end>",1,"timeframe=3, location=케이프타운"
3JORPX,고정 공청 기능 켜줘 그리고 화요일 여기에 공기가 나쁠까,"<function_PG>();<function_IO>(timeframe=4, location=""0"")<end>",1,"timeframe=4, location=""0"""
3JUUKK,내일 전주 공기질 알려줘,"<function_IO>(timeframe=1, location=""전주"")<end>",0,"timeframe=1, location=""전주"""
3KXJKO,내일 리마 미세먼지 때문에 마스크 필요할까,"<function_IO>(timeframe=1, location=""리마"")<end>",0,"timeframe=1, location=""리마"""
3LBEEM,고정 공기 청정 실행해줘 그리고 내일 도쿄의 공기질 예보를 보여줘,"<function_PG>();<function_IO>(timeframe=1, location=도쿄)<end>",1,"timeframe=1, location=도쿄"
3MOXQD,실시간 공기질 모니터링 어때,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
3NDOVI,이번에 새로 공부 시작한 게 뭐야 그리고 화요일 이스탄불 공기질 때문에 마스크 써야 할까,"<function_MR>();<function_IO>(timeframe=4, location=이스탄불)<end>",1,"timeframe=4, location=이스탄불"
3NNYTT,오늘 무주 공기질 상태를 보여줘,"<function_IO>(timeframe=0, location=""무주"")<end>",0,"timeframe=0, location=""무주"""
3PMOIY,지금 공기질 모니터링 확인 필요해,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
3QMEGF,고정 청정 온 수요일 두바이 TVOC 농도는 얼마야,"<function_PG>();<function_IO>(timeframe=5, location=두바이)<end>",1,"timeframe=5, location=두바이"
3QYKOC,고정 청정 온 그 후에 일요일 여기에 공기가 나쁠까,"<function_PG>();<function_IO>(timeframe=9, location=""0"")<end>",1,"timeframe=9, location=""0"""
3RDFJH,내일 카사블랑카 대기 상태 나쁘니,"<function_IO>(timeframe=1, location=""카사블랑카"")<end>",0,"timeframe=1, location=""카사블랑카"""
3SMDHZ,토요일 여기에 공기가 나쁠까 그러고 나서 점심으로 먹은 음식이 너무 맛있어서 또 먹고 싶어,"<function_IO>(timeframe=8, location=""0"");<function_MR>()<end>",0,"timeframe=8, location=""0"""
3TIIZZ,이번 주말에는 뭔가 특별한 계획을 세우고 싶어 또 일요일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=9, location=""0"")<end>",1,"timeframe=9, location=""0"""
3TLHNK,오늘 멕시코시티 공기질 상태에 맞춰 창문 열어도 될까,"<function_IO>(timeframe=0, location=""멕시코시티"")<end>",0,"timeframe=0, location=""멕시코시티"""
3UWBEV,커피를 너무 많이 마셔서 잠이 안 온다 이어서 수요일 강남 미세먼지 어때,"<function_MR>();<function_IO>(timeframe=5, location=강남)<end>",1,"timeframe=5, location=강남"
3WLIAA,처음 위치로 돌아가주면 좋겠어 그리고 일요일 송도 공기질 걱정해야 할까,"<function_KI>();<function_IO>(timeframe=9, location=송도)<end>",1,"timeframe=9, location=송도"
3XILQZ,처음 위치로 돌아가주면 좋겠어 다음으로 목요일 카트만두 TVOC 농도는 얼마야,"<function_KI>();<function_IO>(timeframe=6, location=카트만두)<end>",1,"timeframe=6, location=카트만두"
3XNZYI,화요일 두바이 공기질 걱정해야 할까 그리고 시간 관리 방법 공유해줄래,"<function_IO>(timeframe=4, location=두바이);<function_MR>()<end>",0,"timeframe=4, location=두바이"
3YTOXE,내일 여기에 공기가 나쁠까 또 새로 배운 운동이 있어,"<function_IO>(timeframe=1, location=""0"");<function_MR>()<end>",0,"timeframe=1, location=""0"""
3ZBXSH,온라인 수업 듣는 게 어때 그리고 화요일 싱가포르 미세먼지 어때,"<function_MR>();<function_IO>(timeframe=4, location=싱가포르)<end>",1,"timeframe=4, location=싱가포르"
3ZMJQB,고정 공청 기능 켜줘 다음으로 내일 여기에 공기가 나쁠까,"<function_PG>();<function_IO>(timeframe=1, location=""0"")<end>",1,"timeframe=1, location=""0"""
4AILRZ,요즘 인기 많은 아이템 뭐야 그 후에 주말 나이로비 미세먼지 어때,"<function_MR>();<function_IO>(timeframe=2, location=나이로비)<end>",1,"timeframe=2, location=나이로비"
4FCNQZ,스테이션 위치로 복귀하세요 그리고 내일 제주시 TVOC 농도는 얼마야,"<function_KI>();<function_IO>(timeframe=1, location=제주시)<end>",1,"timeframe=1, location=제주시"
4FJIUP,공기질 모니터링 상태 확인할 수 있게 해줘요,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
4GSEVB,스테이션 위치로 복귀하세요 이어서 목요일 기기 근처 공기 상태는 어때,"<function_KI>();<function_IO>(timeframe=6, location=""0"")<end>",1,"timeframe=6, location=""0"""
4HLKTV,주말에 같이 운동할 사람 구하는데 누구 같이 할래 그리고 목요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=6, location=""0"")<end>",1,"timeframe=6, location=""0"""
4HVHIS,요가 수업 들어본 적 있어 또 내일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=1, location=""0"")<end>",1,"timeframe=1, location=""0"""
4IZOVK,오늘 공기질 상태 화면 보여줘,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
4JEKBN,현재 공기질 모니터링 상태 알려주겠어,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
4KGYHY,퀴토 미세먼지 어떠니,"<function_IO>(timeframe=0, location=""퀴토"")<end>",0,"timeframe=0, location=""퀴토"""
4NGCOW,처음 위치로 돌아가주면 좋겠어 내일 시드니의 공기질 예보를 보여줘,"<function_KI>();<function_IO>(timeframe=1, location=시드니)<end>",1,"timeframe=1, location=시드니"
4NNQAI,지금 홍콩 피엠이쩜오 때문에 외출하기 괜찮아,"<function_IO>(timeframe=0, location=""홍콩"")<end>",0,"timeframe=0, location=""홍콩"""
4OXSVS,주말 여기에 공기가 나쁠까 그리고 이번에 새로 산 옷 어때,"<function_IO>(timeframe=2, location=""0"");<function_MR>()<end>",0,"timeframe=2, location=""0"""
4PGNKQ,내일 후쿠오카 대기오염 괜찮아,"<function_IO>(timeframe=1, location=""후쿠오카"")<end>",0,"timeframe=1, location=""후쿠오카"""
4ROOSF,이제 그만 복귀해 그 다음에 공기질 모니터링 기능 켜줘,"<function_KI>();<function_IO>(timeframe=0, location=""0"")<end>",1,"timeframe=0, location=""0"""
4SIAFY,지금 베이징 공기는 어때,"<function_IO>(timeframe=0, location=""베이징"")<end>",0,"timeframe=0, location=""베이징"""
4ULIEM,충전 위치로 되돌아가 그 다음에 금요일 시에나 대기질을 화면에 보여줘,"<function_KI>();<function_IO>(timeframe=7, location=시에나)<end>",1,"timeframe=7, location=시에나"
4UVROP,주말 여기에 공기가 나쁠까,"<function_IO>(timeframe=2, location=""0"")<end>",0,"timeframe=2, location=""0"""
4WFPBX,내일 아침에는 조금 일찍 일어나서 산책이나 할까 다음으로 금요일 해남 공기질 때문에 마스크 써야 할까,"<function_MR>();<function_IO>(timeframe=7, location=해남)<end>",1,"timeframe=7, location=해남"
4WGQID,고정 공기 청정 가동 시작해줘 또 금요일 미세먼지 농도 어때,"<function_PG>();<function_IO>(timeframe=7, location=""0"")<end>",1,"timeframe=7, location=""0"""
4WSPPZ,고정 공기 청정 실행해줘 주말 기기 근처 공기 상태는 어때,"<function_PG>();<function_IO>(timeframe=2, location=""0"")<end>",1,"timeframe=2, location=""0"""
4XTXKW,수요일 여기에 공기가 나쁠까 또 새로 배운 기술 있으면 공유해줄래,"<function_IO>(timeframe=5, location=""0"");<function_MR>()<end>",0,"timeframe=5, location=""0"""
4YTEBW,지금 나이로비 공기질 나쁘게 느껴져,"<function_IO>(timeframe=0, location=""나이로비"")<end>",0,"timeframe=0, location=""나이로비"""
4ZKZKY,실시간 공기질 모니터링 보여주세요 그러고 나서 국내 여행도 좋은 데가 많아,"<function_IO>(timeframe=0, location=""0"");<function_MR>()<end>",0,"timeframe=0, location=""0"""
4ZVMUE,수요일 노원구 대기질을 화면에 보여줘 이어서 이번 주말엔 그냥 집에서 푹 쉬어야겠어,"<function_IO>(timeframe=5, location=노원구);<function_MR>()<end>",0,"timeframe=5, location=노원구"
5AFRLG,고정 공기 청정 가동 시작해줘 그리고 토요일 천호동 미세먼지 어때,"<function_PG>();<function_IO>(timeframe=8, location=천호동)<end>",1,"timeframe=8, location=천호동"
5BHBEK,주말 로마 공기질 걱정해야 할까 그 후에 새로 산 가방 마음에 들어,"<function_IO>(timeframe=2, location=로마);<function_MR>()<end>",0,"timeframe=2, location=로마"
5BTXWQ,고정 청정 온 그러고 나서 목요일 싱가포르 공기질 걱정해야 할까,"<function_PG>();<function_IO>(timeframe=6, location=싱가포르)<end>",1,"timeframe=6, location=싱가포르"
5DSFRX,온라인 강의 들어봤어 다음으로 월요일 방콕 미세먼지 어때,"<function_MR>();<function_IO>(timeframe=3, location=방콕)<end>",1,"timeframe=3, location=방콕"
5FEQVH,이제 그만 복귀해 그리고 목요일 마닐라 미세먼지 어때,"<function_KI>();<function_IO>(timeframe=6, location=마닐라)<end>",1,"timeframe=6, location=마닐라"
5GXMJN,지금 공기질 모니터링 상황 알고 싶어,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
5IYBUE,현재 뉴델리 초미세먼지 농도 몇이야,"<function_IO>(timeframe=0, location=""뉴델리"")<end>",0,"timeframe=0, location=""뉴델리"""
5JINDH,방별 공기질 모니터링 결과 알려줘요,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
5LOLHS,충전 위치로 되돌아가 그러고 나서 월요일 미세먼지 농도 어때,"<function_KI>();<function_IO>(timeframe=3, location=""0"")<end>",1,"timeframe=3, location=""0"""
5NGBXH,처음 위치로 돌아가주면 좋겠어 주말 몬트리올의 공기질 예보를 보여줘,"<function_KI>();<function_IO>(timeframe=2, location=몬트리올)<end>",1,"timeframe=2, location=몬트리올"
5QOEMM,고정 청정 온 이어서 일요일 옥수동 공기질 걱정해야 할까,"<function_PG>();<function_IO>(timeframe=9, location=옥수동)<end>",1,"timeframe=9, location=옥수동"
5RCSOI,주말 모스크바의 공기질 예보를 보여줘 그 후에 쇼핑할 때 뭘 제일 많이 사,"<function_IO>(timeframe=2, location=모스크바);<function_MR>()<end>",0,"timeframe=2, location=모스크바"
5REFVP,내일 공기질 상태 알려줘,"<function_IO>(timeframe=1, location=""0"")<end>",0,"timeframe=1, location=""0"""
5TOBUO,토요일 시드니 대기질을 화면에 보여줘 그리고 어제 본 영화가 정말 감동적이었어 추천해줄게,"<function_IO>(timeframe=8, location=시드니);<function_MR>()<end>",0,"timeframe=8, location=시드니"
5UWOQT,이제 그만 복귀해 다음으로 금요일 인천 대기질을 화면에 보여줘,"<function_KI>();<function_IO>(timeframe=7, location=인천)<end>",1,"timeframe=7, location=인천"
5WDHNM,공기질 모니터링 기능 켜줘,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
5XOJEH,내일 기기 주변 공기 상태는 어때,"<function_IO>(timeframe=1, location=""0"")<end>",0,"timeframe=1, location=""0"""
5YNSNM,내일 몬트리올 공기질 괜찮아,"<function_IO>(timeframe=1, location=""몬트리올"")<end>",0,"timeframe=1, location=""몬트리올"""
5YOGMZ,처음 위치로 돌아가주면 좋겠어 그리고 주말 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=2, location=""0"")<end>",1,"timeframe=2, location=""0"""
5ZRYJI,노량진에 오늘 대기오염 심해,"<function_IO>(timeframe=0, location=""노량진"")<end>",0,"timeframe=0, location=""노량진"""
6BATFT,지금 오사카에서 공기질이 나쁘다는 얘기 있나요,"<function_IO>(timeframe=0, location=""오사카"")<end>",0,"timeframe=0, location=""오사카"""
6BPPCB,고정 공기 청정 가동 시작해줘 공기질 모니터링 기능 켜줘,"<function_PG>();<function_IO>(timeframe=0, location=""0"")<end>",1,"timeframe=0, location=""0"""
6CXENF,구역별 공기 상태 모니터링 하게 도와줄래,"<function_IO>(timeframe=0, location=""0"")<end>",0,"timeframe=0, location=""0"""
6DWUZT,현재 나폴리 대기질 지수는 몇이에요,"<function_IO>(timeframe=0, location=""나폴리"")<end>",0,"timeframe=0, location=""나폴리"""
