Index,Query,LLM Output,call_order,raw_args
5LFSMV,이제 그만 복귀해 다음으로 엘씨디 조명을 2로 줄여줄래,<function_KI>();<function_WN>(brightness=2)<end>,1,brightness=2
5LMPKQ,엘이디 화면밝기를 사로 해줘,<function_WN>(brightness=4)<end>,0,brightness=4
5OLRXP,스테이션 위치로 복귀하세요 다음으로 밝기 몇이야,<function_KI>();<function_WN>(get=True)<end>,1,get=True
5PYWOO,엘이디 화면밝기를 일단계로 해줘,<function_WN>(brightness=1)<end>,0,brightness=1
5UYTNQ,밝기를 일로 조정해줘 다음으로 주말엔 뭐 할거야,<function_WN>(brightness=1);<function_MR>()<end>,0,brightness=1
5VSNRX,엘이디 눈 조명을 4로 맞할 수 있니 또 이 책 읽어볼래,<function_WN>(brightness=4);<function_MR>()<end>,0,brightness=4
5YZAGX,밝기를 삼단계로 해줘,<function_WN>(brightness=3)<end>,0,brightness=3
5ZPGEN,청정 켜봐 그 후에 밝기 몇이야,<function_PG>();<function_WN>(get=True)<end>,1,get=True
6BPLNG,엘이디 화면밝기를 삼단계로 설정해줘,<function_WN>(brightness=3)<end>,0,brightness=3
6BSHPE,고정 공기 청정 가동 시작해줘 이어서 엘이디 눈 밝기 일단계로 높여줄래,<function_PG>();<function_WN>(brightness=1)<end>,1,brightness=1
6FASNK,주말에 계획 있어 그 다음에 엘이디 조명 꺼줘,<function_MR>();<function_WN>(brightness=0)<end>,1,brightness=0
6FLXOA,고정 공청 기능 켜줘 그리고 엘이디 불빛을 60퍼센트로 올려죠,<function_PG>();<function_WN>(brightness=3)<end>,1,brightness=3
6GINTS,현재 밝기 상태가 몇 퍼인지 알고 싶어 그리고 이 영화 재밌을까,<function_WN>(get=True);<function_MR>()<end>,0,get=True
6JZAHS,이 영화 진짜 재밌어 다음으로 엘이디 아이 밝기 일단계로 높일래,<function_MR>();<function_WN>(brightness=1)<end>,1,brightness=1
6KDOHA,밝기 몇이야 그리고 주말에 뭘 하면 좋을지 추천해줘,<function_WN>(get=True);<function_MR>()<end>,0,get=True
6KGUXP,지금 밝기가 어떻게 되,<function_WN>(get=True)<end>,0,get=True
6NHYHT,고정 공기 청정 실행해줘 그 후에 밝기를 일로 조정해줘,<function_PG>();<function_WN>(brightness=1)<end>,1,brightness=1
6RHZJK,고정 공기 청정 가동 시작해줘 그 후에 엘이디 눈 조명을 3로 맞출 수 있니,<function_PG>();<function_WN>(brightness=3)<end>,1,brightness=3
6RUIXS,고정 공청 기능 켜줘 다음으로 밝기를 2로 조정해줘,<function_PG>();<function_WN>(brightness=2)<end>,1,brightness=2
6VPYTV,충전하러 복귀 그리고 엘이디 눈 밝기를 백퍼로 바꿔줘,<function_KI>();<function_WN>(brightness=5)<end>,1,brightness=5
6WLMVF,엘이디 밝기 삼단계로 해줘,<function_WN>(brightness=3)<end>,0,brightness=3
6WYGEV,엘씨디 조도를 삼단계로 맞춰줄래 그리고 운동 갔다 왔어,<function_WN>(brightness=3);<function_MR>()<end>,0,brightness=3
6ZFJND,밝기를 오단계로 해줘,<function_WN>(brightness=5)<end>,0,brightness=5
7COGZH,처음 위치로 돌아가주면 좋겠어 그리고 엘씨디 디스플레이 밝기 사로 바꿔,<function_KI>();<function_WN>(brightness=4)<end>,1,brightness=4
7EDPGJ,화면 밝기를 낮춰줘,<function_WN>(brightness=-1)<end>,0,brightness=-1
7GEAHI,밝기를 적당히 조정해줘,<function_WN>(brightness=-1)<end>,0,brightness=-1
7OCDZI,엘씨디 디스플레이 밝기 삼으로 바꿔 그리고 내일 뭐 할거야,<function_WN>(brightness=3);<function_MR>()<end>,0,brightness=3
7SPWYJ,엘씨디 화면 밝기를 최대 밝기로 설정해줘 이어서 이 식당 가볼래,<function_WN>(brightness=5);<function_MR>()<end>,0,brightness=5
7WJXXP,디스플레이의 밝기를 중간으로 맞춰줘,<function_WN>(brightness=-1)<end>,0,brightness=-1
8AGRUQ,아침 먹었어 그러고 나서 엘이디 아이 밝기 이단계로 높일래,<function_MR>();<function_WN>(brightness=2)<end>,1,brightness=2
8AIOII,엘이디 화변밝기를 일단계로 설정해줘,<function_WN>(brightness=1)<end>,0,brightness=1
8CMQRI,청정 켜봐 그리고 엘씨디 화면 밝기를 영단계로 조절해줄래,<function_PG>();<function_WN>(brightness=0)<end>,1,brightness=0
8EFOAQ,화면 밝기를 50%로 맞춰줘,<function_WN>(brightness=-1)<end>,0,brightness=-1
8IHSMB,충전하러 복귀 또 엘씨디 화면 밝기를 최대 밝기로 설정해줘,<function_KI>();<function_WN>(brightness=5)<end>,1,brightness=5
8SHIAY,엘이디 밝기 알려줘,<function_WN>(get=True)<end>,0,get=True
8TEPEM,오늘 할 일 끝났어 이어서 엘이디 눈 밝기를 백퍼로 바꿔줘,<function_MR>();<function_WN>(brightness=5)<end>,1,brightness=5
8TXYJD,엘이디 화면밝기를 사단계로 해줘,<function_WN>(brightness=4)<end>,0,brightness=4
8VBAPD,충전 위치로 되돌아가 그리고 엘이디 밝기를 이십퍼로 설정해줘,<function_KI>();<function_WN>(brightness=1)<end>,1,brightness=1
8WPSFU,고정 공기 청정 가동 시작해줘 이어서 엘이디 눈 조명을 4로 맞할 수 있니,<function_PG>();<function_WN>(brightness=4)<end>,1,brightness=4
8YVUTX,충전하러 복귀 또 엘이디 아이 밝기 이단계로 높일래,<function_KI>();<function_WN>(brightness=2)<end>,1,brightness=2
9KKMWK,밝기를 영으로 해줘,<function_WN>(brightness=0)<end>,0,brightness=0
9KLKLN,충전 위치로 되돌아가 다음으로 엘이디 눈 조명을 3로 맞출 수 있니,<function_KI>();<function_WN>(brightness=3)<end>,1,brightness=3
9KMFZJ,엘이디 눈 밝기 일단계로 높여줄래 다음으로 최근 하는 일이 뭐야,<function_WN>(brightness=1);<function_MR>()<end>,0,brightness=1
9QDTXU,조명 밝기 최소로 해줘,<function_WN>(brightness=0)<end>,0,brightness=0
9TKGXH,디스플레이 발기 강도를 바꿔줘,<function_WN>(brightness=-1)<end>,0,brightness=-1
9WISDH,화면의 밝기를 설정해줘,<function_WN>(brightness=-1)<end>,0,brightness=-1
9XJTVX,충전하러 복귀 그 다음에 엘이디 눈 밝기 몇 퍼인지 말해줄래,<function_KI>();<function_WN>(get=True)<end>,1,get=True
