Index,Query,LLM Output,call_order,raw_args
2HIHZN,이제 그만 복귀해 또 음량을 40퍼센트로 올려줘,<function_KI>();<function_ZV>(volume=2)<end>,1,volume=2
2JRTNW,터치음을 사십퍼로 올려줘 다음으로 넌 무슨 취미 있어,<function_ZV>(volume=2);<function_MR>()<end>,0,volume=2
2OPXJC,고정 공청 기능 켜줘 그러고 나서 터치음을 사십퍼로 올려줘,<function_PG>();<function_ZV>(volume=2)<end>,1,volume=2
2PABAO,음량을 오단계로 설정해줘,<function_ZV>(volume=5)<end>,0,volume=5
2QNXOC,청정 켜봐 다음으로 터치음을 팔십퍼로 설정해줘,<function_PG>();<function_ZV>(volume=4)<end>,1,volume=4
2TOQNU,음량을 삼단계로 설정해줘,<function_ZV>(volume=3)<end>,0,volume=3
2XPLER,커피 한 잔 할까 그 후에 소리 꺼줘,<function_MR>();<function_ZV>(volume=0)<end>,1,volume=0
3AGSFW,목소리 낮춰주세요,<function_ZV>(volume=-1)<end>,0,volume=-1
3CRJII,소리 볼륨을 일로 맞춰줘 그 다음에 이번 주에 할 일 많아,<function_ZV>(volume=1);<function_MR>()<end>,0,volume=1
3FXCKS,소리 크기를 좀 줄여줘,<function_ZV>(volume=-1)<end>,0,volume=-1
3GGQIU,충전하러 복귀 그러고 나서 소리 볼륨을 사로 맞춰줘,<function_KI>();<function_ZV>(volume=4)<end>,1,volume=4
3GRKFZ,청정 켜봐 이어서 티티에스 볼륨을 사십프로로 바꿔줘,<function_PG>();<function_ZV>(volume=2)<end>,1,volume=2
3HFLEJ,청정 켜봐 그리고 버튼음을 최소 단계로 해줘,<function_PG>();<function_ZV>(volume=0)<end>,1,volume=0
3MLREV,충전하러 복귀 또 미디음을 제일 낮게 설정해 줘,<function_KI>();<function_ZV>(volume=0)<end>,1,volume=0
3RCZQV,충전하러 복귀 그리고 터치음을 사십퍼로 올려줘,<function_KI>();<function_ZV>(volume=2)<end>,1,volume=2
3SKILR,볼륨 영으로 해줘,<function_ZV>(volume=0)<end>,0,volume=0
3TAJRY,이제 그만 복귀해 그 다음에 미디음의 볼륨 몇 단계인지 말해줄래,<function_KI>();<function_ZV>(get=True)<end>,1,get=True
3YJCZK,청정 켜봐 그 다음에 티티에스 볼륨을 100프로로 바꿔줘,<function_PG>();<function_ZV>(volume=5)<end>,1,volume=5
3YUDCK,이 식당 추천해줄래 그 다음에 미디음을 1단계로 조정해줄래,<function_MR>();<function_ZV>(volume=1)<end>,1,volume=1
4IVHGL,터치음을 육십퍼로 설정해줘 그러고 나서 오늘 뭐 먹을 거야,<function_ZV>(volume=3);<function_MR>()<end>,0,volume=3
4LZYVB,음량을 일단계로 설정해줘,<function_ZV>(volume=1)<end>,0,volume=1
4NCHEA,충전하러 복귀 그 다음에 티티에스 볼륨을 이십프로로 바꿔줘,<function_KI>();<function_ZV>(volume=1)<end>,1,volume=1
4RGMPQ,목소리 강도 올려주세요,<function_ZV>(volume=-1)<end>,0,volume=-1
4XSAIV,음량을 사로 설정해줘,<function_ZV>(volume=4)<end>,0,volume=4
4ZJKYF,소리 볼륨을 삼으로 맞춰줘 그러고 나서 오늘 무슨 계획 있어,<function_ZV>(volume=3);<function_MR>()<end>,0,volume=3
5DKHDK,미디음을 제일 낮게 설정해 줘 그 후에 이번 주말 계획 말해줄래,<function_ZV>(volume=0);<function_MR>()<end>,0,volume=0
5DROQD,스테이션 위치로 복귀하세요 또 볼륨이 현재 몇 단계인지 궁금해,<function_KI>();<function_ZV>(get=True)<end>,1,get=True
5FFQIH,버튼음을 최소 단계로 해줘 그 후에 오늘 아침 뭐 먹었어,<function_ZV>(volume=0);<function_MR>()<end>,0,volume=0
5GGTMH,처음 위치로 돌아가주면 좋겠어 그 후에 미디음 볼륨 단계가 어떻게 되는지 알려줘,<function_KI>();<function_ZV>(get=True)<end>,1,get=True
5JFEHV,이제 그만 복귀해 그러고 나서 터치음을 사십퍼로 올려줘,<function_KI>();<function_ZV>(volume=2)<end>,1,volume=2
5OYLXS,볼륨을 일로 맞춰줘,<function_ZV>(volume=1)<end>,0,volume=1
5PPDIO,지금 음량 몇단계인지 알려줘,<function_ZV>(get=True)<end>,0,get=True
5XXWII,스테이션 위치로 복귀하세요 다음으로 음량을 20퍼센트로 올려줘,<function_KI>();<function_ZV>(volume=1)<end>,1,volume=1
6DAFYF,소리 조절해 줄 수 있어요?,<function_ZV>(volume=-1)<end>,0,volume=-1
6EHIZS,점심에 뭐 먹을지 고민 중이야 또 효과음을 5단계로 바꿔줘,<function_MR>();<function_ZV>(volume=5)<end>,1,volume=5
6FRFYL,볼륨 오로 해줘,<function_ZV>(volume=5)<end>,0,volume=5
6FTASR,음량을 오로 설정해줘,<function_ZV>(volume=5)<end>,0,volume=5
6ILEEJ,터치음을 팔십퍼로 설정해줘 그리고 오늘 아침부터 정신없었어,<function_ZV>(volume=4);<function_MR>()<end>,0,volume=4
6NSPPT,볼륨이 현재 몇 단계인지 궁금해 이어서 오늘 진짜 일 많았어,<function_ZV>(get=True);<function_MR>()<end>,0,get=True
6OMCIP,고정 공기 청정 실행해줘 다음으로 터치음을 팔십퍼로 설정해줘,<function_PG>();<function_ZV>(volume=4)<end>,1,volume=4
6PMJEZ,주말에 만날 수 있어 다음으로 효과음을 2단계로 조절해줄래,<function_MR>();<function_ZV>(volume=2)<end>,1,volume=2
6QRXMO,청정 켜봐 또 소리 볼륨을 삼으로 맞춰줘,<function_PG>();<function_ZV>(volume=3)<end>,1,volume=3
6RCSNF,고정 공기 청정 가동 시작해줘 그러고 나서 미디음을 4단계로 조정해줄래,<function_PG>();<function_ZV>(volume=4)<end>,1,volume=4
6XQMPS,주말에 여행 가고 싶다 또 티티에스 볼륨을 100프로로 바꿔줘,<function_MR>();<function_ZV>(volume=5)<end>,1,volume=5
7IOCLK,저녁 먹고 산책 나갈까 그리고 미디음을 4단계로 조정해줄래,<function_MR>();<function_ZV>(volume=4)<end>,1,volume=4
7JAIOE,음량을 영단계로 설정해줘,<function_ZV>(volume=0)<end>,0,volume=0
7KLAAO,음량을 사단계로 설정해줘,<function_ZV>(volume=4)<end>,0,volume=4
7LVTQN,소리 볼륨을 백퍼로 맞춰줘 또 퇴근 후에 뭐 할 계획이야,<function_ZV>(volume=5);<function_MR>()<end>,0,volume=5
7OYUPX,고정 청정 온 그리고 미디음의 볼륨 몇 단계인지 말해줄래,<function_PG>();<function_ZV>(get=True)<end>,1,get=True
7PTWMD,처음 위치로 돌아가주면 좋겠어 그 후에 소리 볼륨을 삼으로 맞춰줘,<function_KI>();<function_ZV>(volume=3)<end>,1,volume=3
7UJVSJ,오늘 뭐 먹을까 그리고 음량을 80퍼센트로 올려줘,<function_MR>();<function_ZV>(volume=4)<end>,1,volume=4
7WMIOR,음량을 이단계로 설정해줘,<function_ZV>(volume=2)<end>,0,volume=2
7WVBTN,볼륨 이로 해줘,<function_ZV>(volume=2)<end>,0,volume=2
8DMGHJ,효과음 몇단계야,<function_ZV>(get=True)<end>,0,get=True
8DTTCY,음량을 줄여주세요,<function_ZV>(volume=-1)<end>,0,volume=-1
8ERZJW,볼륨을 이로 맞춰줘,<function_ZV>(volume=2)<end>,0,volume=2
8ICJRP,고정 공기 청정 실행해줘 소리 볼륨을 삼으로 맞춰줘,<function_PG>();<function_ZV>(volume=3)<end>,1,volume=3
8KYNST,고정 청정 온 이어서 티티에스 볼륨을 이십프로로 바꿔줘,<function_PG>();<function_ZV>(volume=1)<end>,1,volume=1
8MNBON,영화 보러 갈까 그 후에 티티에스 볼륨을 0단계로 조정해줄래,<function_MR>();<function_ZV>(volume=0)<end>,1,volume=0
8PJUWN,효과음을 일단계로 설정해줘,<function_ZV>(volume=1)<end>,0,volume=1
8RXERT,스테이션 위치로 복귀하세요 그리고 미디음을 3단계로 조정해줄래,<function_KI>();<function_ZV>(volume=3)<end>,1,volume=3
8STTHT,충전하러 복귀 그 다음에 소리 볼륨을 사로 맞춰줘,<function_KI>();<function_ZV>(volume=4)<end>,1,volume=4
8TQCNZ,청정 켜봐 그 후에 효과음을 5단계로 바꿔줘,<function_PG>();<function_ZV>(volume=5)<end>,1,volume=5
8VEORK,이 식당 가봤어 그러고 나서 미디음을 3단계로 조정해줄래,<function_MR>();<function_ZV>(volume=3)<end>,1,volume=3
8VGYPO,다음 주에 시간 괜찮아 이어서 미디음 볼륨 단계가 어떻게 되는지 알려줘,<function_MR>();<function_ZV>(get=True)<end>,1,get=True
8WNYAV,충전하러 복귀 또 티티에스 볼륨을 팔십프로로 바꿔줘,<function_KI>();<function_ZV>(volume=4)<end>,1,volume=4
8XZEGN,효과음을 오단계로 설정해줘,<function_ZV>(volume=5)<end>,0,volume=5
9AVROM,소리 좀 줄여주세요,<function_ZV>(volume=-1)<end>,0,volume=-1
9OTEJB,지금 소리 몇프로야,<function_ZV>(get=True)<end>,0,get=True
9PTOWT,낮은 소리로 바꿔주세요,<function_ZV>(volume=-1)<end>,0,volume=-1
9YZRPO,효과음을 삼단계로 설정해줘,<function_ZV>(volume=3)<end>,0,volume=3
